transaction_id,customer_id,transaction_date,amount
4801,5174,2023-02-01,10
4802,5230,2021-10-23,10
4803,8816,2023-10-24,20
4804,3758,2021-08-03,30
4805,4797,2020-12-24,20
4806,3293,2021-07-22,10
4807,3833,2023-01-17,20
4808,2612,2023-02-13,20
4809,8354,2021-05-19,30
4810,8229,2023-04-25,30
4811,9038,2020-10-08,20
4812,6767,2023-09-20,20
4813,7538,2022-05-09,20
4814,5297,2023-10-27,10
4815,3347,2024-09-23,30
4816,4055,2024-05-04,10
4817,4201,2023-03-11,30
4818,8528,2022-01-07,30
4819,1561,2024-03-14,10
4820,7523,2022-09-27,10
4821,4165,2023-08-16,20
4822,6721,2020-07-10,30
4823,8854,2021-03-19,30
4824,5440,2021-12-15,30
4825,4853,2020-03-24,20
4826,6596,2023-08-13,30
4827,6714,2021-08-08,30
4828,3184,2025-01-27,10
4829,9678,2022-05-05,10
4830,8033,2022-03-26,20
4831,2410,2024-11-12,30
4832,4299,2024-01-29,20
4833,2535,2023-12-25,10
4834,5600,2021-07-09,30
4835,4,2021-03-05,30
4836,27,2024-04-19,20
4837,5162,2024-03-07,30
4838,965,2020-09-18,30
4839,6208,2022-08-30,10
4840,3097,2021-05-01,20
4841,72,2022-03-26,10
4842,5602,2021-08-25,20
4843,2948,2020-10-31,10
4844,6239,2020-08-19,20
4845,4491,2020-03-27,30
4846,2412,2020-10-28,30
4847,8309,2022-12-22,20
4848,2925,2021-07-24,20
4849,2838,2025-01-05,20
4850,577,2021-02-04,20
4851,8964,2020-12-04,30
4852,7908,2024-01-25,20
4853,8392,2021-01-19,30
4854,1756,2023-03-06,30
4855,8372,2024-07-07,20
4856,2406,2021-06-29,30
4857,6884,2022-06-06,20
4858,8164,2024-09-06,30
4859,6140,2020-03-12,20
4860,2989,2023-09-21,20
4861,5785,2022-02-22,10
4862,9795,2023-01-03,10
4863,1120,2022-09-21,20
4864,2215,2022-04-23,10
4865,8001,2025-02-27,30
4866,8066,2022-07-26,20
4867,2902,2021-11-20,20
4868,1086,2021-07-26,20
4869,174,2024-04-25,10
4870,3533,2021-01-13,10
4871,1239,2020-12-15,30
4872,4835,2021-03-07,10
4873,3814,2021-03-02,10
4874,7085,2021-03-22,30
4875,8013,2023-02-16,20
4876,1974,2021-12-17,20
4877,3783,2023-12-23,30
4878,2245,2023-09-14,10
4879,9850,2020-09-02,30
4880,8605,2024-01-23,30
4881,7222,2021-01-07,20
4882,7815,2024-06-13,10
4883,1383,2022-04-15,20
4884,1124,2020-10-23,20
4885,5182,2021-04-04,30
4886,4013,2022-06-28,20
4887,2244,2023-07-12,20
4888,2590,2022-02-26,20
4889,9971,2023-07-02,10
4890,1130,2022-07-23,10
4891,8837,2022-07-09,20
4892,9750,2023-03-16,30
4893,6300,2024-08-21,30
4894,4502,2022-02-05,20
4895,7040,2021-07-05,10
4896,2774,2024-08-31,30
4897,2786,2022-06-22,30
4898,6941,2024-04-02,10
4899,1707,2023-02-08,10
4900,2602,2021-02-03,30
4901,8567,2020-12-29,20
4902,1613,2024-03-09,30
4903,455,2022-12-02,10
4904,4298,2020-05-07,10
4905,1476,2024-11-27,10
4906,9046,2020-04-28,10
4907,8916,2023-03-02,20
4908,1392,2024-10-14,30
4909,8454,2024-01-26,10
4910,8009,2020-04-07,10
4911,8735,2021-10-17,10
4912,8743,2023-06-15,30
4913,5426,2021-10-02,10
4914,638,2021-07-20,30
4915,8357,2024-05-07,20
4916,2806,2023-05-06,10
4917,8813,2024-11-23,20
4918,1224,2024-03-05,30
4919,3343,2024-10-05,20
4920,8243,2024-05-05,10
4921,489,2024-09-06,20
4922,5143,2024-05-04,20
4923,8857,2025-01-21,20
4924,1247,2023-10-04,20
4925,6062,2024-07-20,20
4926,2711,2024-01-14,30
4927,4362,2024-10-21,30
4928,3953,2024-06-21,10
4929,881,2022-03-14,30
4930,435,2024-05-06,30
4931,6125,2024-03-21,10
4932,8105,2020-03-03,30
4933,5185,2020-12-26,10
4934,1985,2020-09-13,10
4935,9985,2022-08-03,30
4936,2799,2021-01-02,20
4937,7604,2023-02-02,10
4938,1494,2021-04-30,20
4939,2680,2021-06-27,10
4940,1626,2024-09-28,30
4941,3018,2020-10-06,20
4942,1848,2022-08-21,10
4943,3247,2024-01-09,30
4944,9731,2021-03-05,20
4945,1317,2021-05-25,30
4946,9912,2023-02-11,30
4947,1951,2020-10-06,20
4948,224,2024-04-21,10
4949,2027,2021-07-03,10
4950,1548,2022-10-11,30
4951,3779,2025-01-13,10
4952,6512,2023-09-09,20
4953,5786,2022-07-16,20
4954,7758,2024-08-01,30
4955,3724,2023-03-04,30
4956,1524,2020-05-28,20
4957,1973,2021-09-06,20
4958,4605,2020-03-18,30
4959,617,2023-12-08,30
4960,4516,2022-07-14,20
4961,5192,2021-09-14,30
4962,5775,2021-05-26,10
4963,2622,2023-01-02,20
4964,2094,2023-06-30,20
4965,9957,2022-09-08,30
4966,3177,2020-07-09,30
4967,9325,2024-01-30,20
4968,7485,2020-10-31,30
4969,3571,2023-08-09,10
4970,1067,2022-09-26,30
4971,2147,2024-11-17,20
4972,706,2020-08-30,30
4973,2359,2024-06-11,20
4974,3535,2021-05-21,10
4975,3813,2022-09-10,20
4976,3769,2023-01-30,10
4977,5979,2024-10-25,10
4978,2320,2021-09-03,10
4979,8164,2023-06-29,10
4980,5222,2022-06-14,10
4981,210,2024-11-26,30
4982,4835,2024-04-29,10
4983,2808,2023-02-12,30
4984,3963,2024-08-31,30
4985,2391,2024-01-04,30
4986,5520,2023-02-15,20
4987,4795,2022-02-10,20
4988,2445,2024-05-11,10
4989,8333,2023-10-23,30
4990,8484,2022-01-11,20
4991,2865,2021-03-17,30
4992,4178,2022-05-28,20
4993,2608,2020-06-18,30
4994,3937,2020-07-09,20
4995,2918,2023-04-03,10
4996,2219,2021-03-11,10
4997,1798,2020-11-19,10
4998,9169,2020-08-22,30
4999,8772,2020-07-03,10
5000,2574,2022-09-17,10
5001,2590,2020-04-23,20
5002,3284,2020-07-30,20
5003,9992,2024-09-23,20
5004,1462,2020-10-29,10
5005,4418,2023-02-24,20
5006,714,2023-04-02,20
5007,2424,2020-08-05,10
5008,7221,2020-11-03,20
5009,1891,2024-12-14,30
5010,3568,2023-03-26,20
5011,5376,2022-09-03,30
5012,9871,2022-09-30,20
5013,2148,2021-04-29,20
5014,9110,2023-05-16,30
5015,1807,2020-09-08,10
5016,4052,2022-01-25,30
5017,8752,2021-02-05,10
5018,8821,2024-03-12,20
5019,3763,2023-01-21,10
5020,9199,2023-01-15,10
5021,8241,2020-03-25,30
5022,6911,2023-01-04,10
5023,6174,2021-12-03,10
5024,2133,2022-06-24,30
5025,6933,2023-11-23,10
5026,1526,2021-08-20,10
5027,329,2024-09-09,30
5028,2658,2023-12-29,30
5029,8780,2021-04-19,30
5030,5973,2021-10-24,10
5031,5369,2024-09-14,20
5032,5972,2022-01-17,30
5033,3206,2024-02-18,30
5034,6834,2022-03-25,10
5035,6142,2023-10-14,20
5036,7533,2023-10-23,20
5037,7908,2023-03-05,10
5038,1599,2021-01-28,30
5039,3852,2020-03-03,10
5040,7583,2021-02-22,20
5041,7824,2022-07-06,30
5042,4608,2023-10-01,20
5043,9601,2022-06-09,20
5044,5508,2021-09-26,20
5045,5935,2024-06-25,20
5046,9204,2023-04-22,30
5047,5569,2023-11-09,30
5048,4660,2020-10-07,30
5049,4399,2023-11-14,10
5050,6243,2020-11-01,30
5051,9522,2023-04-19,20
5052,6612,2022-10-31,20
5053,6713,2021-07-27,30
5054,2024,2021-06-09,30
5055,6177,2021-12-06,10
5056,4508,2024-05-21,30
5057,3186,2020-08-24,10
5058,7724,2024-09-11,30
5059,196,2020-05-05,10
5060,9983,2022-12-01,30
5061,1107,2023-11-12,30
5062,2790,2021-07-16,30
5063,8731,2022-12-12,10
5064,4785,2024-07-15,20
5065,719,2021-06-21,10
5066,7077,2021-10-04,30
5067,3996,2020-07-11,20
5068,306,2024-12-24,10
5069,5431,2023-05-07,10
5070,8580,2021-08-07,20
5071,8917,2022-05-27,30
5072,8187,2020-07-13,20
5073,2597,2021-05-05,30
5074,2436,2022-08-07,20
5075,8371,2020-06-08,10
5076,1904,2021-09-07,10
5077,9897,2024-02-15,10
5078,3384,2023-04-10,30
5079,4176,2023-06-07,30
5080,7182,2022-05-25,20
5081,4543,2021-11-06,30
5082,5492,2021-12-23,30
5083,8288,2023-05-09,20
5084,1284,2022-03-18,30
5085,248,2020-08-04,20
5086,6643,2023-07-08,30
5087,982,2023-12-10,30
5088,4364,2024-03-21,10
5089,1566,2021-11-18,30
5090,2142,2021-01-26,20
5091,736,2024-11-16,20
5092,449,2023-03-23,10
5093,7535,2024-03-24,20
5094,1836,2025-02-02,10
5095,4716,2022-01-17,30
5096,614,2021-04-24,10
5097,9626,2022-07-17,30
5098,6235,2022-04-12,20
5099,5629,2022-05-15,10
5100,877,2022-04-02,20
5101,9326,2024-08-09,20
5102,672,2021-09-17,20
5103,1631,2024-12-11,20
5104,7440,2022-06-19,20
5105,361,2024-05-01,10
5106,7374,2023-05-29,20
5107,3902,2022-01-11,10
5108,798,2021-04-05,10
5109,1784,2020-05-10,10
5110,7052,2022-08-16,20
5111,67,2025-02-03,20
5112,5678,2023-08-21,10
5113,2091,2023-05-25,20
5114,6071,2021-11-23,10
5115,5933,2021-12-15,20
5116,8426,2021-06-06,20
5117,9415,2022-02-20,10
5118,1056,2020-11-08,20
5119,6257,2020-03-03,10
5120,3348,2022-04-25,10
5121,9362,2022-06-08,20
5122,4102,2020-10-31,20
5123,7508,2020-12-20,10
5124,8686,2020-10-11,10
5125,3180,2022-07-15,10
5126,6215,2021-03-10,30
5127,1364,2023-03-22,20
5128,7268,2024-05-08,30
5129,1057,2024-10-10,10
5130,143,2024-06-21,30
5131,4832,2022-06-29,10
5132,7800,2025-01-12,30
5133,2265,2023-02-23,30
5134,1925,2021-02-26,20
5135,2482,2021-07-29,20
5136,6978,2020-12-22,30
5137,7897,2023-10-12,10
5138,3126,2024-08-17,20
5139,9134,2022-10-24,30
5140,9808,2022-04-06,10
5141,7051,2020-11-13,20
5142,6012,2022-03-30,30
5143,4151,2021-04-29,10
5144,9664,2023-09-17,10
5145,9251,2022-09-12,30
5146,7005,2024-11-21,10
5147,9199,2021-05-25,30
5148,1221,2021-04-07,10
5149,4662,2022-10-11,30
5150,4867,2021-08-25,20
5151,1798,2022-05-11,10
5152,5975,2020-05-21,30
5153,2872,2021-11-12,30
5154,8706,2023-12-19,10
5155,1618,2021-06-27,20
5156,7006,2020-12-21,30
5157,6072,2024-06-27,20
5158,4613,2021-05-26,10
5159,3758,2024-11-26,20
5160,2033,2024-11-18,10
5161,8897,2023-02-20,30
5162,9866,2023-01-21,20
5163,4954,2023-12-06,10
5164,4315,2020-11-17,30
5165,4664,2022-07-01,20
5166,9970,2022-08-05,10
5167,7052,2025-02-23,20
5168,5633,2023-09-08,30
5169,5497,2021-10-10,30
5170,893,2025-01-23,10
5171,972,2021-08-28,20
5172,103,2023-04-29,20
5173,9300,2021-09-25,30
5174,6052,2021-06-25,20
5175,5146,2024-06-18,20
5176,3247,2023-04-04,20
5177,5855,2024-08-09,10
5178,3713,2021-02-01,30
5179,3418,2020-08-01,10
5180,6446,2022-01-01,30
5181,5418,2024-10-30,10
5182,4152,2022-10-15,10
5183,6518,2020-08-17,10
5184,3660,2023-12-07,20
5185,9112,2020-10-26,30
5186,7507,2024-06-17,10
5187,4553,2020-09-26,20
5188,5674,2024-01-19,10
5189,2158,2022-06-20,20
5190,582,2020-12-22,10
5191,796,2021-11-01,30
5192,1884,2022-02-01,30
5193,6045,2021-01-05,10
5194,9002,2022-12-06,10
5195,5221,2021-08-05,10
5196,573,2022-09-19,10
5197,1207,2024-03-10,20
5198,3081,2020-09-24,30
5199,2461,2024-03-27,20
5200,9934,2022-01-11,30
5201,4006,2024-01-27,10
5202,4926,2020-03-04,30
5203,2614,2024-02-03,10
5204,1716,2023-08-02,10
5205,5246,2023-11-27,20
5206,1570,2020-04-27,30
5207,677,2022-02-16,20
5208,2514,2024-08-17,20
5209,8993,2021-08-07,20
5210,9334,2024-01-12,20
5211,3053,2022-01-24,30
5212,2032,2024-09-17,30
5213,1509,2023-05-10,20
5214,9303,2023-06-11,30
5215,4330,2021-07-28,10
5216,913,2021-11-15,30
5217,5244,2021-12-30,20
5218,5323,2020-03-28,10
5219,1056,2024-07-08,10
5220,7631,2023-03-21,10
5221,7108,2021-06-07,10
5222,5671,2022-07-26,10
5223,1751,2023-05-03,20
5224,7576,2025-02-11,20
5225,6388,2021-11-27,10
5226,3013,2022-07-17,20
5227,3429,2020-09-28,30
5228,6464,2020-09-19,20
5229,5139,2024-02-19,30
5230,8549,2021-09-26,20
5231,6261,2023-02-19,30
5232,5256,2025-01-11,30
5233,4392,2022-04-03,10
5234,7548,2024-06-11,20
5235,7323,2021-04-21,10
5236,9810,2021-11-28,30
5237,9816,2023-08-03,20
5238,5225,2023-04-23,20
5239,9858,2020-10-09,10
5240,7952,2024-02-12,20
5241,9788,2024-03-20,20
5242,1990,2024-03-21,20
5243,8721,2023-03-28,30
5244,2605,2024-04-17,10
5245,2408,2024-06-28,30
5246,64,2023-05-26,10
5247,2813,2023-04-10,30
5248,4028,2020-09-23,30
5249,102,2022-10-04,30
5250,3136,2022-04-25,30
5251,1181,2024-06-15,10
5252,5510,2024-12-27,20
5253,7531,2024-09-29,10
5254,2729,2024-12-04,20
5255,7632,2022-11-18,10
5256,8591,2022-09-23,10
5257,405,2021-07-14,10
5258,2874,2022-04-07,10
5259,3269,2022-06-10,30
5260,2695,2023-07-23,10
5261,2468,2024-08-04,10
5262,4316,2024-12-16,20
5263,1922,2021-09-06,30
5264,3960,2021-10-01,30
5265,6841,2020-05-09,10
5266,9733,2023-10-12,10
5267,4849,2023-06-14,30
5268,7624,2024-06-04,30
5269,3369,2020-11-26,10
5270,7873,2023-03-31,10
5271,680,2022-07-03,10
5272,7507,2023-05-16,20
5273,748,2023-12-27,30
5274,1322,2022-03-23,20
5275,7928,2022-10-29,30
5276,3749,2024-04-13,30
5277,5863,2023-01-15,30
5278,4790,2023-03-03,30
5279,534,2022-05-13,30
5280,1819,2020-09-02,10
5281,2342,2024-01-19,20
5282,6695,2021-01-25,20
5283,5007,2020-06-12,30
5284,4546,2021-11-09,20
5285,9661,2020-09-16,20
5286,7228,2023-07-08,10
5287,4908,2024-06-13,30
5288,7979,2022-03-31,10
5289,4486,2024-11-22,20
5290,1236,2023-05-11,30
5291,9901,2021-03-23,30
5292,7656,2022-10-13,30
5293,1146,2023-02-20,30
5294,7421,2022-10-12,30
5295,1476,2024-03-25,30
5296,2922,2020-07-17,10
5297,5680,2024-05-09,10
5298,7697,2023-08-31,20
5299,5416,2021-06-01,30
5300,4939,2022-01-20,30
5301,1605,2023-12-10,10
5302,5048,2022-10-23,20
5303,8744,2024-02-25,20
5304,8176,2022-08-20,30
5305,7620,2023-04-29,20
5306,6118,2023-11-06,20
5307,7930,2024-08-13,30
5308,1837,2021-02-15,30
5309,5905,2023-11-04,30
5310,6477,2022-11-02,10
5311,7274,2020-10-31,30
5312,9317,2022-04-28,20
5313,1383,2023-03-30,10
5314,9963,2024-05-01,20
5315,3401,2021-12-04,10
5316,8057,2023-07-08,30
5317,8227,2022-07-15,20
5318,2205,2021-05-13,10
5319,3345,2021-08-20,20
5320,3015,2022-01-24,30
5321,7920,2023-06-10,10
5322,9973,2022-11-26,20
5323,1629,2025-02-07,10
5324,6765,2022-09-02,30
5325,9522,2023-06-16,10
5326,5746,2023-10-14,10
5327,9752,2023-11-23,20
5328,8997,2021-07-27,10
5329,1291,2021-04-10,30
5330,7011,2021-12-27,20
5331,2587,2020-12-22,10
5332,6124,2024-10-09,30
5333,4931,2022-04-29,30
5334,2551,2024-03-12,10
5335,956,2024-02-10,10
5336,8772,2022-09-27,20
5337,1998,2020-07-04,30
5338,6984,2020-10-30,30
5339,9858,2024-05-01,30
5340,7130,2021-04-09,10
5341,2131,2022-03-20,10
5342,7210,2020-11-02,10
5343,6300,2024-08-05,20
5344,3741,2020-11-18,30
5345,2501,2022-09-29,30
5346,9835,2021-03-16,10
5347,7452,2024-10-11,20
5348,5308,2024-04-09,20
5349,6768,2024-09-15,20
5350,1498,2023-03-26,20
5351,8814,2022-11-11,20
5352,3145,2020-09-14,10
5353,9652,2021-02-14,10
5354,8026,2021-11-22,10
5355,293,2021-12-07,30
5356,8847,2021-11-21,20
5357,2805,2021-07-30,20
5358,7605,2024-02-25,30
5359,7140,2021-05-30,20
5360,7829,2021-04-17,20
5361,6204,2024-05-11,20
5362,1622,2021-03-17,20
5363,7872,2023-04-14,20
5364,4015,2023-11-08,10
5365,3506,2020-11-02,20
5366,8711,2022-08-27,10
5367,2686,2021-06-24,10
5368,28,2021-04-03,10
5369,266,2024-12-15,10
5370,9499,2023-02-12,30
5371,7106,2020-06-26,10
5372,6907,2021-01-06,30
5373,5076,2020-04-28,30
5374,5820,2023-09-11,10
5375,811,2023-02-17,20
5376,4677,2024-05-29,20
5377,3391,2022-01-21,10
5378,611,2021-01-13,10
5379,4547,2021-05-10,30
5380,5028,2021-05-09,30
5381,5725,2021-11-24,20
5382,203,2024-07-14,30
5383,402,2023-12-20,30
5384,2028,2020-11-17,10
5385,9082,2021-07-14,30
5386,179,2022-06-24,30
5387,5818,2023-08-24,30
5388,1980,2021-10-26,20
5389,7186,2023-06-25,10
5390,3985,2021-04-17,20
5391,5666,2021-07-15,10
5392,5022,2020-07-03,10
5393,5523,2021-07-05,30
5394,5513,2022-10-25,20
5395,2984,2024-06-04,20
5396,8543,2022-10-26,30
5397,4283,2023-01-14,20
5398,5529,2024-12-16,10
5399,7989,2021-01-23,10
5400,7276,2020-09-16,10
5401,2788,2022-03-27,30
5402,4627,2021-07-15,20
5403,6562,2025-01-05,10
5404,6353,2024-07-31,30
5405,4809,2022-01-15,10
5406,8630,2020-12-03,10
5407,5889,2022-12-18,20
5408,5738,2025-01-26,30
5409,2359,2023-05-08,10
5410,8575,2024-12-19,10
5411,5391,2020-07-06,30
5412,4217,2021-05-15,30
5413,407,2023-03-03,20
5414,4341,2025-01-22,10
5415,66,2021-09-26,20
5416,228,2023-03-26,10
5417,2185,2021-09-15,20
5418,6801,2020-06-10,10
5419,9705,2023-09-06,30
5420,7752,2023-05-01,20
5421,9122,2022-03-26,30
5422,5824,2023-04-16,10
5423,1181,2021-06-08,30
5424,9232,2020-03-20,20
5425,1102,2023-01-02,20
5426,2100,2023-02-07,30
5427,514,2021-09-01,10
5428,1833,2020-06-25,20
5429,7138,2022-08-10,10
5430,5808,2021-03-09,20
5431,3117,2021-09-07,10
5432,5851,2022-12-29,10
5433,7599,2022-02-26,30
5434,4344,2022-11-20,10
5435,4629,2020-07-27,20
5436,6185,2021-05-04,30
5437,8982,2022-04-14,20
5438,1301,2021-02-27,30
5439,1948,2022-05-09,30
5440,2243,2025-02-16,10
5441,9287,2020-09-08,10
5442,1359,2023-01-11,20
5443,3657,2021-04-02,20
5444,308,2020-11-04,10
5445,1451,2024-01-03,20
5446,7367,2021-04-29,20
5447,2124,2022-07-01,10
5448,4883,2021-04-06,30
5449,2843,2022-02-06,10
5450,1665,2023-02-25,20
5451,6374,2022-01-08,30
5452,3949,2020-10-17,10
5453,9587,2024-05-14,30
5454,4073,2024-07-26,20
5455,3635,2021-08-11,30
5456,215,2023-04-29,20
5457,3073,2024-03-06,10
5458,4473,2020-11-24,30
5459,2460,2021-03-27,30
5460,3707,2021-04-13,30
5461,1207,2020-05-15,20
5462,8602,2021-02-11,10
5463,3470,2022-07-03,10
5464,8408,2024-02-16,20
5465,4848,2022-12-20,30
5466,349,2022-06-05,20
5467,3652,2020-06-06,20
5468,2879,2020-03-24,10
5469,4750,2024-04-29,20
5470,3995,2021-10-14,30
5471,3,2022-12-22,20
5472,1118,2024-12-02,20
5473,9275,2020-10-19,20
5474,6884,2024-09-12,30
5475,1518,2022-07-27,20
5476,4847,2020-11-08,10
5477,3580,2021-05-16,20
5478,2380,2022-07-18,20
5479,9205,2023-07-20,10
5480,4265,2020-05-11,10
5481,2824,2020-06-22,10
5482,849,2021-05-15,10
5483,9897,2021-12-04,10
5484,5037,2020-03-04,10
5485,206,2024-09-30,30
5486,521,2021-06-03,20
5487,3577,2021-02-09,30
5488,5114,2021-11-19,30
5489,6259,2022-06-24,10
5490,6808,2021-12-11,20
5491,2135,2023-09-25,30
5492,4839,2022-07-27,20
5493,2476,2024-10-22,20
5494,5818,2024-04-04,10
5495,4546,2024-04-08,20
5496,7794,2025-01-16,30
5497,786,2023-12-08,30
5498,8144,2023-06-09,10
5499,7709,2021-01-31,30
5500,4098,2024-01-05,10
5501,5198,2022-04-29,30
5502,2158,2023-11-11,30
5503,8871,2023-04-01,10
5504,3529,2020-04-12,20
5505,3560,2023-02-13,10
5506,8135,2023-04-06,20
5507,8563,2023-05-26,20
5508,2938,2020-10-22,10
5509,8173,2022-01-21,10
5510,8139,2024-09-19,10
5511,5142,2023-07-28,20
5512,722,2023-01-15,20
5513,924,2021-04-14,20
5514,5392,2021-10-17,20
5515,7658,2021-10-04,10
5516,836,2022-12-20,10
5517,2494,2024-11-04,20
5518,2980,2020-03-11,30
5519,2425,2021-10-01,10
5520,4522,2023-09-16,30
5521,2377,2022-01-23,30
5522,454,2023-05-16,30
5523,3460,2023-04-26,20
5524,3548,2021-03-10,10
5525,1149,2020-05-20,30
5526,523,2022-05-07,20
5527,4578,2020-07-31,10
5528,122,2024-09-17,20
5529,3619,2025-02-11,10
5530,6631,2023-10-29,10
5531,3723,2024-01-19,20
5532,3084,2021-12-27,30
5533,5931,2025-02-13,10
5534,6724,2022-05-08,10
5535,4814,2021-06-20,30
5536,3308,2022-11-13,10
5537,3643,2024-07-11,30
5538,2818,2022-10-12,10
5539,7422,2024-08-28,30
5540,7048,2024-11-07,10
5541,9677,2024-10-28,10
5542,8469,2022-07-07,10
5543,5589,2020-10-16,30
5544,7388,2024-05-06,10
5545,9441,2023-06-13,20
5546,9317,2021-09-11,20
5547,9850,2021-04-11,20
5548,9946,2021-11-02,10
5549,3403,2020-10-18,30
5550,4333,2021-05-25,30
5551,8944,2021-07-13,10
5552,165,2021-06-23,20
5553,6990,2022-01-09,30
5554,9885,2024-02-11,10
5555,1957,2022-09-10,30
5556,3861,2023-04-18,20
5557,2776,2024-02-02,20
5558,1769,2021-09-10,30
5559,6227,2022-04-13,10
5560,6622,2020-09-12,10
5561,783,2024-08-08,30
5562,7821,2021-01-12,20
5563,9147,2021-08-18,10
5564,9852,2023-04-20,30
5565,141,2022-07-13,30
5566,720,2021-04-15,20
5567,1651,2020-08-28,20
5568,7886,2022-09-26,10
5569,3574,2022-05-09,10
5570,1016,2023-03-30,10
5571,4384,2023-03-05,20
5572,8535,2024-01-29,30
5573,6293,2021-02-10,10
5574,6354,2024-02-27,10
5575,9168,2020-06-12,10
5576,3121,2020-07-14,30
5577,1824,2021-10-17,10
5578,4427,2022-07-20,10
5579,11,2021-02-22,20
5580,4605,2024-01-13,20
5581,9661,2023-01-18,20
5582,9306,2021-07-27,30
5583,8814,2024-06-12,20
5584,901,2024-11-02,10
5585,3748,2022-08-29,10
5586,1472,2022-08-29,30
5587,6862,2024-12-02,30
5588,3104,2022-08-20,10
5589,8519,2020-12-11,30
5590,74,2024-09-25,10
5591,251,2020-04-25,20
5592,2498,2022-10-03,10
5593,4629,2023-01-11,30
5594,8488,2020-05-20,20
5595,298,2022-01-16,10
5596,8494,2021-03-21,30
5597,8777,2022-10-28,30
5598,6518,2020-12-30,20
5599,1635,2024-06-10,10
5600,5006,2024-01-03,10
5601,6030,2023-01-10,30
5602,8245,2024-01-19,20
5603,5616,2022-08-31,10
5604,2845,2022-09-14,20
5605,5624,2021-09-27,30
5606,4591,2020-05-30,10
5607,4949,2020-09-11,30
5608,5191,2023-07-09,10
5609,7885,2021-11-03,30
5610,6333,2020-05-27,10
5611,663,2022-03-09,20
5612,8200,2024-05-12,10
5613,6476,2020-03-26,10
5614,3088,2022-08-05,30
5615,4762,2022-12-21,10
5616,669,2021-10-30,10
5617,9478,2021-09-28,10
5618,3621,2020-04-02,30
5619,161,2023-10-22,10
5620,6461,2024-09-21,20
5621,18,2022-02-25,20
5622,2534,2022-08-01,30
5623,6511,2022-07-31,10
5624,4447,2024-05-23,30
5625,5555,2021-07-30,10
5626,2919,2022-06-25,30
5627,9246,2024-07-17,10
5628,316,2021-04-13,10
5629,4833,2021-11-06,30
5630,2212,2022-07-27,30
5631,7070,2021-10-09,30
5632,8512,2021-08-16,10
5633,5134,2024-11-24,30
5634,6423,2020-09-26,10
5635,4528,2022-02-18,20
5636,2716,2024-05-07,20
5637,8826,2024-10-20,10
5638,9898,2021-01-16,10
5639,6666,2020-11-06,30
5640,7108,2021-06-07,10
5641,5133,2021-07-06,10
5642,8865,2023-07-11,20
5643,8663,2020-12-03,30
5644,6783,2020-07-14,30
5645,2608,2021-08-04,10
5646,3333,2022-02-19,30
5647,4698,2023-04-17,20
5648,9575,2020-10-12,20
5649,6746,2021-05-12,20
5650,5635,2023-10-23,10
5651,6261,2020-09-05,10
5652,1186,2023-02-21,20
5653,6996,2022-06-01,20
5654,6110,2023-10-16,30
5655,6442,2021-12-25,30
5656,916,2020-09-07,30
5657,7465,2023-10-24,30
5658,1618,2020-03-09,20
5659,9876,2024-10-08,30
5660,2426,2020-12-29,20
5661,426,2020-09-10,20
5662,1788,2020-09-20,10
5663,2585,2022-12-21,30
5664,4649,2022-09-28,20
5665,169,2022-08-27,10
5666,515,2021-11-25,10
5667,3436,2022-05-23,20
5668,4526,2024-01-20,20
5669,2617,2021-02-12,30
5670,8883,2021-12-03,30
5671,3205,2024-02-23,20
5672,7766,2022-11-30,20
5673,8545,2022-03-30,10
5674,1118,2022-02-16,10
5675,1406,2022-01-27,10
5676,5415,2022-12-16,10
5677,6342,2024-09-26,10
5678,4175,2021-01-23,30
5679,678,2024-04-18,10
5680,8743,2024-04-12,20
5681,9012,2023-11-08,30
5682,214,2023-01-14,10
5683,1667,2022-04-23,10
5684,9086,2023-10-01,10
5685,4255,2022-07-23,20
5686,2787,2021-03-17,10
5687,8214,2022-10-11,20
5688,5861,2021-10-25,20
5689,1262,2022-12-22,10
5690,1173,2021-02-02,10
5691,4881,2022-01-20,30
5692,2055,2023-12-20,30
5693,2816,2021-10-15,30
5694,4675,2024-11-13,20
5695,5197,2021-12-15,10
5696,4585,2025-02-11,30
5697,5022,2020-12-18,20
5698,6231,2024-04-14,30
5699,9980,2020-04-27,30
5700,2632,2023-04-25,10
5701,6346,2021-12-07,10
5702,8097,2023-02-02,20
5703,6301,2021-12-08,10
5704,7349,2020-10-21,30
5705,5845,2021-05-28,20
5706,2177,2023-01-18,20
5707,5363,2022-07-15,20
5708,8098,2021-04-12,20
5709,5600,2021-07-14,10
5710,9069,2022-12-12,30
5711,4259,2022-07-21,10
5712,9147,2023-04-20,10
5713,4120,2020-06-14,20
5714,6641,2023-12-20,10
5715,4289,2024-04-04,10
5716,878,2024-03-09,30
5717,4486,2021-09-04,20
5718,2545,2022-08-02,10
5719,5060,2020-08-23,20
5720,7165,2021-07-21,30
5721,2601,2022-04-11,10
5722,3529,2020-05-25,30
5723,2409,2022-06-25,30
5724,4861,2022-02-13,20
5725,3949,2024-10-05,20
5726,9431,2022-02-04,20
5727,2335,2024-07-31,10
5728,768,2022-12-29,20
5729,4884,2023-01-29,10
5730,4207,2024-06-04,30
5731,5949,2021-08-17,20
5732,7086,2021-12-05,30
5733,745,2021-06-28,20
5734,4175,2023-02-19,30
5735,9710,2024-03-07,10
5736,7199,2021-05-02,30
5737,2557,2023-07-16,10
5738,5067,2020-06-08,20
