log_id,customer_id,activity_date,activity_type
24070,5818,2020-12-26,Support Request
24071,8100,2020-08-29,Purchase
24072,2418,2020-09-27,Login
24073,1512,2021-11-24,Login
24074,2298,2023-05-10,Support Request
24075,3793,2023-07-30,Purchase
24076,9404,2022-01-04,Login
24077,1126,2020-12-02,Login
24078,7829,2024-10-12,Login
24079,543,2023-08-28,Login
24080,6188,2024-02-11,Login
24081,8039,2021-09-26,Login
24082,2020,2023-05-12,Cancel
24083,5620,2023-12-11,Login
24084,7668,2024-11-22,Purchase
24085,9752,2022-09-07,Purchase
24086,6540,2023-02-22,Support Request
24087,2238,2021-02-02,Purchase
24088,1589,2024-02-06,Purchase
24089,5130,2023-02-12,Login
24090,9654,2023-12-29,Login
24091,5732,2023-03-27,Login
24092,8335,2022-05-17,Login
24093,8775,2020-06-28,Purchase
24094,5664,2024-01-23,Login
24095,8647,2022-06-03,Purchase
24096,5356,2020-04-07,Cancel
24097,1509,2020-12-07,Purchase
24098,4635,2024-03-19,Login
24099,7292,2020-07-17,Support Request
24100,4402,2024-07-17,Purchase
24101,2985,2021-07-17,Cancel
24102,9796,2022-02-08,Purchase
24103,7311,2021-05-14,Login
24104,720,2023-03-23,Login
24105,1743,2023-02-19,Support Request
24106,822,2024-03-22,Login
24107,9760,2021-10-20,Purchase
24108,9721,2021-08-19,Purchase
24109,4724,2021-04-25,Purchase
24110,8517,2021-08-08,Cancel
24111,9125,2023-04-16,Purchase
24112,1813,2024-11-04,Cancel
24113,5831,2021-06-02,Login
24114,6214,2024-09-12,Login
24115,9555,2020-06-29,Login
24116,764,2022-11-25,Login
24117,9512,2021-05-03,Cancel
24118,9742,2021-03-13,Cancel
24119,8710,2023-11-16,Purchase
24120,6665,2020-08-29,Purchase
24121,7415,2021-02-27,Purchase
24122,9928,2024-08-14,Login
24123,200,2022-06-28,Purchase
24124,8556,2022-10-27,Login
24125,290,2020-08-10,Cancel
24126,1994,2022-12-31,Login
24127,3862,2020-05-22,Login
24128,3711,2021-05-01,Support Request
24129,7757,2023-11-13,Purchase
24130,4522,2020-07-18,Login
24131,8186,2020-08-02,Login
24132,8691,2022-02-23,Login
24133,6856,2020-10-06,Login
24134,3021,2020-04-23,Purchase
24135,7517,2021-07-14,Support Request
24136,1790,2020-07-24,Purchase
24137,5322,2024-04-27,Login
24138,6046,2020-12-08,Cancel
24139,4731,2024-03-17,Support Request
24140,1309,2023-11-25,Purchase
24141,8486,2022-05-16,Support Request
24142,4359,2024-01-29,Login
24143,3979,2022-12-09,Support Request
24144,9243,2024-09-05,Purchase
24145,3647,2023-12-22,Login
24146,8541,2024-02-06,Login
24147,8635,2022-10-20,Login
24148,4922,2020-05-29,Support Request
24149,4390,2020-05-18,Login
24150,3839,2022-12-07,Login
24151,3131,2024-07-23,Login
24152,7212,2023-08-03,Login
24153,1840,2020-08-04,Login
24154,5860,2023-03-11,Purchase
24155,2413,2023-02-15,Support Request
24156,1207,2022-09-09,Cancel
24157,4959,2021-03-12,Purchase
24158,9452,2024-11-23,Login
24159,2818,2021-04-02,Login
24160,7084,2025-02-20,Login
24161,9818,2022-01-14,Login
24162,4935,2021-03-08,Login
24163,8748,2023-11-09,Login
24164,3641,2024-10-03,Purchase
24165,5160,2020-11-08,Login
24166,7228,2024-11-09,Login
24167,9723,2021-05-06,Purchase
24168,8011,2022-06-06,Cancel
24169,4702,2020-12-17,Login
24170,2108,2020-03-06,Login
24171,1141,2024-08-20,Purchase
24172,3138,2025-01-26,Login
24173,7286,2020-06-07,Purchase
24174,5850,2021-09-12,Purchase
24175,3631,2024-03-11,Support Request
24176,8589,2022-06-07,Login
24177,4192,2020-06-29,Login
24178,5485,2024-06-12,Cancel
24179,7957,2025-01-14,Purchase
24180,490,2020-12-28,Purchase
24181,270,2024-04-15,Purchase
24182,4857,2023-12-11,Purchase
24183,7830,2022-02-14,Login
24184,4458,2024-08-19,Support Request
24185,7113,2023-05-03,Purchase
24186,2122,2021-06-01,Purchase
24187,912,2020-05-27,Login
24188,1118,2024-08-10,Cancel
24189,9163,2022-08-01,Login
24190,3016,2022-06-18,Cancel
24191,7046,2020-11-22,Login
24192,2954,2021-03-12,Cancel
24193,3163,2021-08-20,Login
24194,1661,2020-11-23,Login
24195,465,2020-12-28,Login
24196,6323,2021-10-07,Login
24197,3481,2021-04-20,Purchase
24198,4806,2023-02-07,Login
24199,2770,2022-07-04,Login
24200,5752,2022-02-12,Login
24201,7850,2021-05-02,Support Request
24202,2563,2021-05-14,Purchase
24203,1233,2021-05-12,Cancel
24204,5162,2021-03-28,Login
24205,6582,2022-03-06,Purchase
24206,6287,2022-09-28,Login
24207,5136,2022-07-27,Cancel
24208,948,2020-04-23,Login
24209,5951,2024-06-25,Login
24210,7724,2020-11-05,Purchase
24211,6248,2021-11-25,Purchase
24212,5550,2022-05-10,Login
24213,5238,2023-07-14,Login
24214,9458,2023-02-05,Support Request
24215,1964,2021-11-29,Login
24216,7485,2021-06-06,Purchase
24217,5972,2024-05-18,Cancel
24218,4291,2023-10-13,Cancel
24219,5650,2025-01-24,Purchase
24220,3889,2020-09-05,Purchase
24221,2466,2023-04-24,Purchase
24222,1460,2020-11-27,Login
24223,6987,2021-03-12,Login
24224,8110,2020-11-08,Cancel
24225,510,2020-09-27,Purchase
24226,2003,2021-05-31,Support Request
24227,4046,2020-08-07,Login
24228,3127,2024-06-19,Login
24229,6684,2021-05-03,Login
24230,3620,2020-06-16,Cancel
24231,2183,2020-10-17,Login
24232,9705,2022-07-16,Purchase
24233,8137,2021-06-11,Cancel
24234,1058,2023-01-11,Purchase
24235,5053,2023-08-01,Purchase
24236,3359,2024-06-21,Login
24237,1407,2022-01-29,Purchase
24238,8476,2025-02-14,Purchase
24239,8364,2022-01-30,Cancel
24240,655,2022-08-30,Login
24241,721,2023-09-18,Support Request
24242,3096,2025-02-17,Login
24243,9037,2024-01-02,Login
24244,42,2024-07-27,Cancel
24245,5055,2020-05-23,Login
24246,2197,2024-12-12,Login
24247,112,2020-04-16,Login
24248,7598,2022-05-06,Support Request
24249,21,2024-12-12,Login
24250,1281,2021-07-06,Login
24251,7165,2020-03-19,Purchase
24252,5241,2022-06-27,Login
24253,9394,2020-07-22,Purchase
24254,2720,2024-03-14,Purchase
24255,9259,2021-10-15,Support Request
24256,7928,2022-12-26,Cancel
24257,5827,2021-10-16,Login
24258,9994,2024-03-25,Support Request
24259,281,2024-10-19,Purchase
24260,6491,2021-01-18,Login
24261,3222,2022-01-10,Cancel
24262,1532,2024-01-21,Purchase
24263,3866,2022-01-08,Login
24264,4077,2023-06-22,Login
24265,9705,2022-02-03,Cancel
24266,9047,2023-11-03,Purchase
24267,65,2023-05-10,Login
24268,3812,2021-08-14,Login
24269,6291,2023-09-21,Purchase
24270,3993,2024-06-17,Purchase
24271,809,2023-06-17,Purchase
24272,6685,2021-03-26,Purchase
24273,3054,2023-07-07,Login
24274,4399,2022-04-08,Purchase
24275,6082,2022-05-26,Login
24276,6771,2024-10-07,Login
24277,2271,2022-03-19,Purchase
24278,7182,2023-05-03,Support Request
24279,2271,2024-07-07,Login
24280,7376,2023-12-16,Cancel
24281,1160,2020-08-20,Login
24282,9676,2023-08-20,Cancel
24283,9089,2020-08-14,Purchase
24284,7808,2022-11-09,Cancel
24285,6158,2023-03-15,Login
24286,8385,2020-09-19,Login
24287,4566,2021-12-28,Purchase
24288,8685,2023-07-14,Login
24289,5197,2020-09-26,Login
24290,5882,2022-06-10,Login
24291,2227,2020-12-11,Login
24292,6791,2020-04-08,Purchase
24293,787,2021-10-16,Purchase
24294,8558,2020-03-12,Login
24295,5397,2024-01-01,Purchase
24296,7922,2021-04-28,Login
24297,3884,2023-03-23,Purchase
24298,6336,2023-05-22,Purchase
24299,6036,2020-03-15,Purchase
24300,1156,2023-07-10,Purchase
24301,7130,2022-10-13,Login
24302,4415,2024-07-14,Login
24303,8062,2021-07-16,Login
24304,4006,2023-05-20,Cancel
24305,2301,2023-04-08,Login
24306,8018,2022-07-28,Login
24307,9218,2023-02-25,Login
24308,2425,2021-11-08,Cancel
24309,5325,2022-04-20,Purchase
24310,1997,2021-10-02,Login
24311,8993,2022-04-18,Purchase
24312,3247,2024-07-20,Support Request
24313,3336,2023-07-13,Login
24314,9577,2023-05-13,Support Request
24315,816,2021-09-25,Login
24316,4080,2024-06-14,Login
24317,6796,2023-02-18,Purchase
24318,675,2023-12-26,Purchase
24319,544,2020-07-07,Login
24320,4780,2025-02-23,Purchase
24321,5191,2024-10-05,Purchase
24322,7345,2020-04-14,Login
24323,6376,2021-03-15,Purchase
24324,1471,2023-12-27,Purchase
24325,3577,2024-12-08,Purchase
24326,9039,2023-11-27,Login
24327,9222,2023-12-28,Login
24328,4364,2021-09-09,Login
24329,4642,2021-03-18,Support Request
24330,3619,2024-03-30,Purchase
24331,9927,2024-04-13,Purchase
24332,7528,2024-10-02,Purchase
24333,1483,2020-06-10,Login
24334,5473,2024-10-06,Purchase
24335,3821,2021-06-21,Cancel
24336,6011,2022-07-07,Purchase
24337,5591,2022-08-11,Login
24338,5149,2020-04-13,Purchase
24339,1275,2025-01-23,Login
24340,8371,2022-01-09,Purchase
24341,9479,2022-07-15,Purchase
24342,6162,2020-03-05,Login
24343,1748,2022-08-09,Purchase
24344,4959,2021-02-25,Login
24345,2836,2023-12-20,Support Request
24346,1471,2021-01-09,Purchase
24347,8918,2020-07-16,Login
24348,7994,2024-09-17,Login
24349,1839,2024-04-17,Purchase
24350,438,2021-06-14,Purchase
24351,6825,2021-09-13,Login
24352,7181,2021-01-18,Login
24353,9483,2024-05-11,Support Request
24354,8666,2023-10-06,Login
24355,8495,2020-09-23,Login
24356,4444,2022-01-16,Purchase
24357,642,2023-11-21,Login
24358,3596,2023-01-18,Login
24359,7882,2023-05-10,Cancel
24360,8976,2023-07-08,Login
24361,5793,2025-02-28,Purchase
24362,1986,2021-09-27,Login
24363,9967,2022-03-15,Login
24364,3918,2022-11-12,Login
24365,7531,2022-07-01,Purchase
24366,9719,2020-08-06,Purchase
24367,2300,2023-10-04,Login
24368,6651,2022-10-09,Cancel
24369,7265,2024-05-18,Cancel
24370,1200,2021-09-25,Login
24371,999,2024-05-30,Login
24372,1435,2024-03-09,Cancel
24373,13,2024-03-23,Purchase
24374,6330,2021-04-18,Purchase
24375,9596,2020-08-03,Purchase
24376,9565,2020-08-25,Login
24377,7569,2021-01-16,Login
24378,3474,2025-02-28,Purchase
24379,7159,2022-12-28,Login
24380,4540,2024-04-20,Purchase
24381,910,2020-08-18,Login
24382,2394,2020-07-05,Login
24383,1286,2021-02-20,Login
24384,400,2023-10-18,Login
24385,6571,2023-04-11,Cancel
24386,9391,2024-10-11,Cancel
24387,2635,2023-03-02,Login
24388,5419,2022-01-20,Purchase
24389,5728,2022-11-18,Cancel
24390,9779,2025-01-17,Login
24391,7765,2022-04-18,Purchase
24392,174,2020-09-30,Purchase
24393,3313,2021-12-12,Login
24394,4191,2022-02-03,Login
24395,1153,2022-11-10,Login
24396,8462,2024-10-17,Login
24397,1984,2022-09-29,Login
24398,637,2023-01-03,Purchase
24399,5726,2022-08-17,Purchase
24400,3285,2023-02-10,Login
24401,8790,2023-08-31,Login
24402,188,2021-10-20,Purchase
24403,1183,2021-05-22,Purchase
24404,4398,2023-04-28,Cancel
24405,3203,2022-04-29,Purchase
24406,820,2023-07-29,Cancel
24407,96,2022-02-28,Purchase
24408,4492,2025-01-27,Login
24409,7930,2021-06-19,Cancel
24410,2196,2020-07-11,Login
24411,9623,2022-11-15,Login
24412,9744,2025-01-20,Purchase
24413,5732,2020-09-18,Login
24414,56,2022-02-12,Support Request
24415,2985,2024-04-03,Purchase
24416,5477,2025-01-13,Purchase
24417,9042,2020-09-08,Login
24418,2038,2021-10-01,Cancel
24419,1352,2023-01-04,Cancel
24420,5208,2022-05-09,Purchase
24421,2186,2022-12-11,Purchase
24422,6375,2022-04-07,Login
24423,7932,2021-05-31,Purchase
24424,1002,2021-11-14,Cancel
24425,6128,2022-06-14,Support Request
24426,579,2022-02-28,Purchase
24427,4251,2024-02-29,Login
24428,1560,2021-08-30,Cancel
24429,8511,2024-03-28,Cancel
24430,7176,2021-05-22,Cancel
24431,7599,2021-05-22,Login
24432,7953,2021-08-31,Login
24433,7201,2024-01-28,Support Request
24434,3440,2023-09-15,Support Request
24435,7909,2021-07-19,Login
24436,9690,2021-03-12,Support Request
24437,8243,2022-01-07,Login
24438,993,2022-04-15,Login
24439,3698,2022-04-22,Support Request
24440,6813,2020-05-05,Login
24441,7630,2025-01-18,Cancel
24442,4491,2022-03-03,Login
24443,5256,2021-05-10,Login
24444,9985,2022-09-25,Login
24445,1231,2025-03-01,Login
24446,7345,2023-11-30,Purchase
24447,2836,2020-04-01,Login
24448,8239,2022-05-11,Cancel
24449,2326,2022-11-03,Purchase
24450,5606,2024-03-08,Cancel
24451,1495,2023-07-20,Login
24452,5142,2020-06-22,Login
24453,3267,2024-11-09,Login
24454,5758,2020-08-21,Login
24455,4431,2021-11-27,Purchase
24456,7410,2022-03-03,Purchase
24457,1101,2023-12-04,Login
24458,7247,2020-09-25,Support Request
24459,7480,2024-11-02,Login
24460,4118,2021-11-08,Purchase
24461,5836,2021-01-11,Support Request
24462,2672,2024-07-12,Purchase
24463,2129,2021-11-01,Support Request
24464,8064,2022-11-22,Login
24465,6010,2021-09-08,Purchase
24466,5088,2022-08-04,Support Request
24467,5549,2022-12-06,Cancel
24468,2098,2024-04-02,Login
24469,5450,2022-11-16,Support Request
24470,9965,2020-05-29,Login
24471,3755,2022-02-11,Login
24472,6034,2024-03-27,Login
24473,8185,2022-12-28,Purchase
24474,7337,2024-12-04,Login
24475,979,2020-11-15,Cancel
24476,7787,2022-02-24,Cancel
24477,91,2024-07-10,Login
24478,530,2022-12-09,Login
24479,2926,2020-03-17,Purchase
24480,862,2021-01-10,Cancel
24481,7867,2023-11-01,Login
24482,1177,2021-03-17,Purchase
24483,8833,2020-03-07,Login
24484,7890,2021-04-27,Login
24485,1486,2020-03-21,Purchase
24486,6797,2023-02-26,Login
24487,4441,2023-09-15,Login
24488,320,2022-05-30,Cancel
24489,1086,2022-11-15,Cancel
24490,4470,2022-04-19,Login
24491,9525,2021-09-04,Purchase
24492,9074,2023-04-20,Support Request
24493,6147,2021-11-20,Purchase
24494,6685,2024-03-03,Login
24495,5511,2024-10-28,Login
24496,1973,2021-04-27,Purchase
24497,6741,2021-06-22,Login
24498,1262,2020-06-01,Support Request
24499,683,2023-12-20,Purchase
24500,5902,2023-08-29,Support Request
24501,4376,2021-09-30,Purchase
24502,1246,2021-07-30,Purchase
24503,248,2024-06-15,Purchase
24504,854,2020-04-15,Login
24505,1598,2021-06-20,Purchase
24506,4555,2021-10-30,Purchase
24507,463,2022-05-04,Login
24508,9586,2021-02-21,Login
24509,4464,2024-10-19,Login
24510,2041,2023-04-13,Login
24511,2062,2021-04-01,Purchase
24512,608,2023-09-16,Login
24513,6718,2024-02-15,Cancel
24514,8149,2022-09-02,Purchase
24515,1029,2024-10-23,Login
24516,9135,2021-07-06,Purchase
24517,8085,2022-10-12,Support Request
24518,7833,2021-06-29,Purchase
24519,2015,2022-09-04,Support Request
24520,6219,2024-08-08,Support Request
24521,7736,2024-02-23,Login
24522,1469,2020-05-08,Purchase
24523,7712,2020-09-10,Login
24524,1224,2022-02-20,Purchase
24525,8578,2020-10-12,Purchase
24526,297,2021-02-28,Login
24527,5517,2023-02-16,Login
24528,2527,2025-02-22,Login
24529,7646,2022-02-09,Purchase
24530,8070,2021-09-13,Cancel
24531,2196,2020-08-31,Login
24532,7955,2022-08-10,Support Request
24533,7510,2022-01-12,Login
24534,2700,2021-12-05,Purchase
24535,6659,2024-12-22,Purchase
24536,4725,2024-03-26,Support Request
24537,4485,2021-01-11,Login
24538,3499,2022-06-08,Login
24539,8654,2021-04-21,Login
24540,7733,2020-03-11,Login
24541,9713,2022-09-16,Support Request
24542,2215,2022-12-10,Login
24543,2851,2020-06-26,Login
24544,3278,2024-11-23,Login
24545,785,2022-03-01,Login
24546,6087,2022-02-24,Login
24547,1812,2023-08-10,Support Request
24548,8738,2021-11-17,Purchase
24549,638,2022-09-04,Login
24550,3358,2020-12-29,Login
24551,626,2023-10-03,Login
24552,4904,2023-07-07,Login
24553,2445,2025-01-14,Login
24554,902,2021-05-24,Purchase
24555,824,2023-06-19,Purchase
24556,6519,2020-12-01,Login
24557,6515,2023-05-22,Login
24558,8697,2022-07-28,Login
24559,1115,2021-11-22,Cancel
24560,637,2022-12-01,Login
24561,9304,2025-01-18,Login
24562,8551,2023-08-11,Login
24563,3354,2021-11-14,Login
24564,7330,2024-08-30,Purchase
24565,5525,2023-09-27,Cancel
24566,5381,2024-12-03,Support Request
24567,850,2020-05-06,Login
24568,9992,2023-01-14,Purchase
24569,3819,2022-02-17,Purchase
24570,9378,2021-06-02,Login
24571,567,2024-03-21,Login
24572,8009,2021-12-01,Login
24573,8503,2022-08-16,Login
24574,4507,2023-05-19,Login
24575,3195,2021-05-04,Cancel
24576,4430,2024-01-20,Login
24577,3956,2025-03-01,Support Request
24578,3412,2022-08-12,Login
24579,4137,2024-12-06,Login
24580,967,2020-11-06,Support Request
24581,1752,2021-03-14,Purchase
24582,4837,2022-05-13,Purchase
24583,7364,2020-03-06,Purchase
24584,9663,2022-05-19,Cancel
24585,1732,2020-08-25,Purchase
24586,7351,2022-01-21,Login
24587,8369,2020-08-25,Purchase
24588,5969,2021-05-15,Login
24589,1259,2021-05-05,Purchase
24590,7937,2020-12-31,Purchase
24591,3357,2022-06-16,Cancel
24592,8794,2023-02-15,Cancel
24593,7496,2022-07-25,Purchase
24594,3123,2025-01-27,Login
24595,5598,2021-04-29,Support Request
24596,1310,2022-11-28,Login
24597,5299,2024-08-04,Login
24598,4228,2021-05-10,Purchase
24599,8792,2021-02-16,Login
24600,7898,2023-04-16,Support Request
24601,2248,2021-09-20,Login
24602,607,2022-06-28,Purchase
24603,6738,2024-12-20,Login
24604,674,2024-04-25,Login
24605,5435,2024-05-21,Login
24606,7157,2022-10-24,Support Request
24607,2121,2024-01-08,Purchase
24608,852,2021-08-19,Login
24609,808,2022-02-13,Login
24610,943,2023-02-11,Login
24611,7170,2021-10-29,Login
24612,1643,2024-10-12,Cancel
24613,6494,2022-02-21,Login
24614,3626,2022-05-30,Purchase
24615,4211,2024-10-10,Login
24616,8563,2020-06-28,Purchase
24617,8209,2021-02-23,Login
24618,6433,2023-03-18,Login
24619,3403,2025-01-26,Login
24620,3576,2024-07-09,Login
24621,6128,2024-08-15,Support Request
24622,229,2023-05-31,Login
24623,2824,2021-09-30,Login
24624,9348,2023-04-09,Login
24625,487,2023-01-26,Login
24626,2666,2023-04-18,Purchase
24627,8191,2020-04-01,Login
24628,139,2023-04-06,Purchase
24629,4245,2024-02-09,Login
24630,1263,2024-01-29,Support Request
24631,7437,2020-10-24,Login
24632,1311,2021-11-02,Purchase
24633,1973,2020-03-09,Purchase
24634,7556,2023-05-24,Support Request
24635,8447,2022-03-10,Login
24636,2931,2023-08-28,Purchase
24637,2152,2024-07-29,Login
24638,5110,2024-05-07,Purchase
24639,1502,2021-03-04,Purchase
24640,6992,2024-03-21,Purchase
24641,3012,2023-10-22,Login
24642,9716,2022-04-16,Purchase
24643,1881,2021-12-05,Purchase
24644,1575,2024-09-25,Cancel
24645,6829,2022-01-19,Purchase
24646,3376,2024-07-24,Login
24647,319,2022-03-08,Login
24648,535,2021-11-23,Login
24649,4462,2020-10-13,Purchase
24650,3075,2022-10-31,Cancel
24651,9480,2024-01-11,Login
24652,4315,2022-11-10,Login
24653,2596,2022-06-22,Purchase
24654,3896,2020-12-25,Login
24655,6896,2021-07-01,Login
24656,4720,2024-07-18,Purchase
24657,7758,2024-04-04,Purchase
24658,2161,2021-03-22,Purchase
24659,3779,2023-02-11,Purchase
24660,4490,2024-05-01,Purchase
24661,7314,2022-02-04,Login
24662,1958,2024-01-30,Login
24663,5403,2023-10-16,Cancel
24664,5194,2023-05-28,Purchase
24665,4392,2023-05-18,Cancel
24666,5224,2020-03-07,Purchase
24667,2702,2022-12-04,Login
24668,2751,2022-12-06,Login
24669,7047,2024-09-11,Login
24670,4747,2021-03-27,Login
24671,2719,2023-12-14,Login
24672,7296,2024-01-27,Purchase
24673,6038,2020-10-20,Login
24674,7508,2020-07-03,Cancel
24675,7160,2024-10-15,Login
24676,9086,2020-03-28,Cancel
24677,7581,2022-08-16,Purchase
24678,4146,2020-03-06,Purchase
24679,846,2024-11-27,Login
24680,521,2020-03-17,Purchase
24681,6488,2020-05-26,Purchase
24682,211,2020-12-11,Support Request
24683,6685,2024-03-06,Purchase
24684,6195,2022-05-06,Cancel
24685,9384,2023-05-23,Purchase
24686,6592,2023-11-04,Support Request
24687,5435,2022-05-16,Login
24688,9188,2021-10-11,Purchase
24689,8569,2023-11-29,Login
24690,8084,2024-03-08,Cancel
24691,789,2022-07-06,Login
24692,1252,2023-11-20,Purchase
24693,8230,2024-03-27,Purchase
24694,1206,2021-11-24,Support Request
24695,6790,2024-04-23,Login
24696,4461,2020-08-11,Login
24697,2671,2023-11-01,Purchase
24698,8691,2023-04-25,Support Request
24699,1571,2021-05-04,Purchase
24700,4976,2023-04-01,Purchase
24701,3012,2024-11-29,Login
24702,6482,2021-02-23,Purchase
24703,8880,2024-10-27,Login
24704,6186,2022-06-14,Support Request
24705,143,2021-12-29,Cancel
24706,532,2023-09-21,Login
24707,8004,2023-10-20,Login
24708,4124,2021-07-19,Login
24709,4807,2021-04-27,Cancel
24710,3880,2023-10-15,Login
24711,1788,2020-03-12,Support Request
24712,1274,2021-05-25,Login
24713,5490,2020-11-06,Login
24714,4390,2021-12-25,Login
24715,3985,2022-11-04,Login
24716,6970,2020-04-30,Login
24717,198,2023-04-13,Cancel
24718,9405,2022-06-10,Login
24719,8346,2022-05-29,Login
24720,3899,2023-01-12,Purchase
24721,220,2021-04-08,Purchase
24722,461,2021-08-11,Purchase
24723,3246,2022-12-31,Support Request
24724,6354,2024-07-30,Purchase
24725,9368,2024-09-05,Login
24726,4234,2023-05-05,Purchase
24727,2987,2025-02-11,Login
24728,9015,2022-12-08,Purchase
24729,4829,2023-06-14,Login
24730,8379,2020-08-26,Purchase
24731,9050,2024-09-10,Login
24732,5496,2020-12-31,Purchase
24733,2440,2024-01-08,Login
24734,1620,2024-12-21,Login
24735,5654,2024-09-07,Cancel
24736,9657,2022-09-04,Login
24737,1460,2021-11-06,Purchase
24738,1328,2021-06-06,Login
24739,1144,2023-05-06,Login
24740,2136,2022-01-30,Login
24741,6550,2024-04-13,Login
24742,8151,2023-09-22,Login
24743,6577,2023-08-09,Cancel
24744,3548,2022-09-21,Login
24745,6980,2025-01-27,Login
24746,149,2020-07-15,Login
24747,1532,2025-01-24,Login
24748,6426,2022-11-21,Purchase
24749,5775,2021-05-02,Purchase
24750,559,2022-04-24,Login
24751,5391,2023-02-14,Support Request
24752,2646,2022-05-20,Login
24753,3508,2023-01-31,Purchase
24754,5514,2022-03-31,Login
24755,2174,2021-01-14,Login
24756,5780,2022-08-21,Support Request
24757,249,2020-12-25,Login
24758,3585,2021-07-15,Cancel
24759,1356,2024-07-14,Purchase
24760,1394,2021-10-04,Login
24761,6590,2022-12-09,Login
24762,3008,2020-04-30,Purchase
24763,9108,2022-03-19,Purchase
24764,7606,2021-03-14,Purchase
24765,3097,2022-12-13,Support Request
24766,9831,2023-12-28,Login
24767,2049,2020-04-28,Login
24768,6724,2020-07-12,Login
24769,8963,2025-01-07,Login
24770,4516,2024-11-30,Purchase
24771,3574,2020-03-10,Login
24772,2323,2021-06-05,Cancel
24773,6345,2024-07-17,Support Request
24774,2218,2025-02-16,Support Request
24775,9513,2020-04-15,Login
24776,8212,2021-06-01,Purchase
24777,7058,2021-06-25,Login
24778,9709,2021-08-16,Login
24779,228,2020-11-20,Cancel
24780,5856,2020-05-30,Login
24781,990,2022-12-09,Login
24782,3626,2024-07-01,Purchase
24783,8082,2022-09-13,Login
24784,1400,2025-01-29,Purchase
24785,4357,2022-11-03,Cancel
24786,2938,2024-11-01,Login
24787,6374,2020-03-21,Login
24788,1684,2023-11-01,Login
24789,5058,2021-08-31,Purchase
24790,4051,2021-10-05,Login
24791,8378,2022-09-03,Login
24792,1253,2024-12-24,Login
24793,1677,2021-05-13,Purchase
24794,6208,2020-06-30,Login
24795,8574,2020-06-02,Purchase
24796,7124,2024-01-31,Login
24797,7082,2022-08-03,Purchase
24798,7786,2022-03-18,Login
24799,2434,2023-03-08,Login
24800,3071,2022-03-20,Login
24801,4530,2022-05-25,Support Request
24802,2477,2022-08-02,Login
24803,3399,2020-11-17,Login
24804,7288,2022-06-18,Purchase
24805,3583,2021-11-06,Support Request
24806,5360,2021-02-05,Purchase
24807,6231,2023-03-17,Login
24808,5889,2022-11-23,Support Request
24809,3397,2021-06-17,Login
24810,8608,2024-11-20,Login
24811,287,2021-12-19,Support Request
24812,822,2024-10-21,Login
24813,4100,2022-01-21,Purchase
24814,8545,2020-06-25,Purchase
24815,354,2022-04-06,Cancel
24816,4147,2021-01-30,Purchase
24817,1564,2020-12-02,Support Request
24818,4176,2022-03-24,Support Request
24819,8790,2023-11-12,Login
24820,2728,2024-04-24,Purchase
24821,794,2021-03-10,Cancel
24822,3219,2024-02-18,Login
24823,9620,2020-05-31,Cancel
24824,3166,2025-01-03,Login
24825,2415,2020-04-27,Purchase
24826,8804,2023-06-12,Cancel
24827,9593,2022-11-07,Purchase
24828,1428,2020-10-27,Login
24829,557,2021-12-22,Purchase
24830,3030,2024-12-21,Login
24831,6299,2022-04-21,Login
24832,4960,2024-03-20,Cancel
24833,6958,2023-01-29,Login
24834,3286,2023-02-15,Purchase
24835,2828,2023-07-06,Login
24836,2880,2022-07-14,Support Request
24837,4989,2022-04-08,Cancel
24838,5422,2023-02-16,Login
24839,5668,2023-02-02,Login
24840,9646,2024-10-14,Purchase
24841,381,2024-11-17,Login
24842,9244,2022-08-21,Purchase
24843,4213,2025-02-15,Purchase
24844,3504,2024-10-20,Login
24845,9848,2020-11-16,Purchase
24846,2785,2025-01-05,Purchase
24847,2855,2022-12-13,Purchase
24848,2252,2024-08-01,Login
24849,9124,2022-03-23,Login
24850,7354,2023-11-24,Purchase
24851,3681,2024-07-26,Login
24852,5168,2021-09-09,Purchase
24853,3379,2021-08-30,Support Request
24854,2724,2020-05-17,Purchase
24855,4401,2020-03-08,Purchase
24856,1082,2024-11-25,Login
24857,8930,2021-08-10,Support Request
24858,1680,2020-12-07,Login
24859,5085,2021-11-29,Login
24860,2167,2023-09-13,Login
24861,5655,2023-04-02,Purchase
24862,5073,2022-02-02,Login
24863,4694,2024-11-20,Purchase
24864,1830,2024-12-29,Purchase
24865,3611,2024-02-29,Purchase
24866,5494,2020-07-23,Login
24867,1600,2021-10-19,Login
24868,2907,2021-05-11,Login
24869,6207,2023-11-14,Purchase
24870,408,2025-01-28,Login
24871,9211,2024-09-12,Purchase
24872,6322,2020-10-24,Cancel
24873,7582,2025-01-19,Login
24874,9302,2025-02-18,Purchase
24875,3232,2025-03-01,Purchase
24876,2257,2023-04-29,Purchase
24877,1686,2024-10-23,Login
24878,5088,2020-07-14,Support Request
24879,8356,2020-03-15,Purchase
24880,2734,2021-03-10,Login
24881,8042,2023-07-01,Purchase
24882,5770,2022-01-28,Login
24883,6615,2025-02-22,Purchase
24884,6533,2021-06-07,Login
24885,1739,2023-10-09,Purchase
24886,9789,2021-07-08,Support Request
24887,6164,2022-05-24,Login
24888,6026,2024-02-10,Login
24889,1690,2020-04-28,Cancel
24890,1292,2022-11-29,Purchase
24891,2154,2020-09-15,Login
24892,7166,2024-05-07,Purchase
24893,8665,2021-10-19,Login
24894,7540,2024-06-07,Purchase
