customer_id,subscription_type,start_date,end_date
2230,Basic,2024-07-06,
2231,Premium,2023-07-21,
2232,Basic,2021-07-30,
2233,Standard,2021-02-10,2025-02-26
2234,Standard,2022-11-16,2022-11-22
2235,Standard,2024-09-22,
2236,Basic,2024-10-18,
2237,Basic,2023-05-11,2024-07-28
2238,Basic,2023-12-11,
2239,Premium,2022-02-20,
2240,Premium,2023-07-10,
2241,Premium,2022-02-08,
2242,Standard,2020-04-22,
2243,Standard,2023-02-28,
2244,Standard,2022-10-06,2025-01-31
2245,Standard,2025-01-13,2025-01-28
2246,Standard,2021-07-19,
2247,Basic,2023-11-29,
2248,Standard,2022-12-15,2024-08-13
2249,Basic,2021-01-28,
2250,Premium,2022-05-05,
2251,Premium,2024-09-06,
2252,Premium,2022-08-31,2024-11-12
2253,Premium,2023-07-30,
2254,Premium,2024-05-23,2024-08-10
2255,Standard,2023-05-30,2023-09-13
2256,Standard,2024-11-03,
2257,Standard,2020-12-10,
2258,Premium,2022-04-27,
2259,Premium,2023-11-07,
2260,Basic,2020-11-05,
2261,Standard,2022-10-31,
2262,Premium,2022-05-12,
2263,Premium,2022-09-20,2024-02-24
2264,Premium,2024-07-27,
2265,Basic,2021-08-07,
2266,Premium,2022-03-02,
2267,Basic,2020-08-11,
2268,Basic,2023-07-21,
2269,Standard,2022-01-22,
2270,Premium,2021-06-01,
2271,Basic,2024-03-05,
2272,Premium,2022-06-21,
2273,Standard,2023-09-03,
2274,Standard,2021-07-04,
2275,Basic,2024-07-24,2025-01-25
2276,Standard,2024-07-26,
2277,Standard,2021-08-19,
2278,Standard,2022-08-08,
2279,Premium,2023-09-20,
2280,Premium,2025-02-16,
2281,Basic,2022-05-17,
2282,Basic,2021-01-16,
2283,Standard,2022-05-17,
2284,Standard,2020-03-15,
2285,Basic,2024-11-04,
2286,Standard,2023-08-09,
2287,Basic,2025-02-21,2025-02-25
2288,Premium,2024-03-03,
2289,Standard,2022-05-30,
2290,Standard,2020-08-24,
2291,Standard,2022-07-23,
2292,Premium,2023-12-02,
2293,Premium,2024-01-13,
2294,Standard,2020-12-03,
2295,Basic,2024-01-19,
2296,Premium,2024-10-30,
2297,Standard,2020-09-17,
2298,Standard,2022-01-14,
2299,Premium,2022-11-03,
2300,Basic,2024-11-26,
2301,Standard,2023-02-23,2023-06-08
2302,Basic,2023-10-16,
2303,Basic,2023-12-01,
2304,Premium,2024-01-08,
2305,Standard,2020-12-29,2024-11-04
2306,Standard,2020-10-09,
2307,Basic,2024-03-30,
2308,Premium,2023-01-22,
2309,Premium,2024-12-11,
2310,Premium,2021-01-06,
2311,Basic,2022-07-10,
2312,Basic,2022-11-22,2023-08-20
2313,Standard,2021-05-10,
2314,Premium,2020-12-31,
2315,Basic,2021-05-22,2022-11-02
2316,Premium,2021-05-15,
2317,Basic,2023-06-09,
2318,Standard,2024-01-23,
2319,Premium,2023-04-20,
2320,Basic,2024-03-02,
2321,Premium,2024-11-05,2024-12-03
2322,Basic,2022-11-07,
2323,Basic,2025-01-26,
2324,Basic,2021-11-03,
2325,Premium,2023-11-27,2024-02-25
2326,Basic,2021-03-28,2023-10-13
2327,Standard,2020-03-16,2023-03-26
2328,Premium,2024-12-02,
2329,Standard,2023-05-31,
2330,Standard,2023-11-01,
2331,Premium,2022-10-25,
2332,Basic,2025-01-28,
2333,Standard,2020-12-19,
2334,Premium,2022-07-05,
2335,Basic,2021-08-30,
2336,Premium,2021-05-08,
2337,Premium,2024-09-22,
2338,Premium,2022-09-08,
2339,Basic,2021-10-26,
2340,Standard,2022-07-24,
2341,Standard,2025-02-05,
2342,Premium,2020-10-17,
2343,Premium,2024-09-13,
2344,Basic,2021-12-18,
2345,Premium,2023-01-07,2023-07-06
2346,Premium,2021-06-02,
2347,Premium,2023-03-13,
2348,Standard,2024-08-31,
2349,Premium,2021-05-06,
2350,Standard,2022-01-21,
2351,Basic,2023-12-22,
2352,Basic,2020-07-31,2023-04-07
2353,Standard,2025-01-20,
2354,Standard,2020-04-02,2022-12-30
2355,Standard,2024-08-04,
2356,Standard,2023-02-02,
2357,Premium,2023-01-15,2024-12-24
2358,Standard,2023-09-21,
2359,Standard,2022-11-30,
2360,Standard,2022-09-29,
2361,Premium,2024-06-02,
2362,Premium,2020-12-04,
2363,Premium,2024-02-18,
2364,Basic,2022-05-24,
2365,Premium,2022-07-15,
2366,Standard,2023-08-07,
2367,Premium,2025-01-14,
2368,Premium,2020-07-02,
2369,Standard,2020-04-04,
2370,Premium,2021-11-13,
2371,Basic,2020-11-09,
2372,Premium,2021-03-22,2021-05-05
2373,Basic,2023-01-12,
2374,Basic,2023-11-29,
2375,Basic,2022-03-30,
2376,Standard,2020-10-20,
2377,Premium,2023-06-28,
2378,Basic,2024-09-26,
2379,Basic,2024-10-06,
2380,Premium,2023-06-09,
2381,Standard,2023-04-16,2024-06-27
2382,Standard,2021-10-25,2024-09-24
2383,Basic,2021-07-16,2024-09-18
2384,Standard,2022-03-11,
2385,Premium,2022-12-01,
2386,Standard,2023-11-14,
2387,Premium,2021-04-21,
2388,Basic,2020-12-04,
2389,Premium,2023-03-07,
2390,Basic,2021-05-11,
2391,Premium,2021-02-12,
2392,Premium,2020-08-27,
2393,Standard,2023-09-06,
2394,Premium,2020-10-06,
2395,Basic,2022-05-30,2024-10-25
2396,Premium,2025-02-18,
2397,Basic,2023-01-17,
2398,Basic,2022-10-28,
2399,Premium,2022-05-22,
2400,Standard,2024-07-04,
2401,Premium,2021-03-08,
2402,Premium,2020-09-14,
2403,Standard,2024-03-12,
2404,Basic,2023-03-17,
2405,Premium,2024-11-15,
2406,Standard,2022-10-28,
2407,Standard,2022-12-10,
2408,Basic,2023-12-14,
2409,Standard,2020-07-26,2022-06-22
2410,Basic,2021-04-01,
2411,Premium,2024-07-12,
2412,Standard,2023-03-15,
2413,Premium,2020-03-16,
2414,Standard,2025-02-27,
2415,Standard,2021-05-20,
2416,Premium,2022-05-16,2023-07-20
2417,Standard,2023-12-17,
2418,Premium,2020-05-14,
2419,Premium,2022-02-02,
2420,Basic,2022-01-28,
2421,Premium,2021-02-05,
2422,Basic,2021-03-03,
2423,Premium,2023-12-14,
2424,Standard,2022-12-25,
2425,Premium,2021-03-25,
2426,Standard,2022-02-20,2024-10-14
2427,Basic,2022-04-24,
2428,Standard,2021-04-02,2021-11-23
2429,Premium,2022-04-30,
2430,Standard,2023-04-12,2024-01-25
2431,Basic,2020-06-23,
2432,Standard,2021-04-07,2023-10-26
2433,Standard,2022-04-28,2023-09-22
2434,Premium,2021-05-27,
2435,Premium,2020-09-10,2021-06-04
2436,Standard,2022-03-19,
2437,Basic,2021-05-11,
2438,Standard,2022-10-15,
2439,Basic,2022-12-11,
2440,Basic,2023-01-07,
2441,Basic,2023-08-31,
2442,Standard,2021-04-23,
2443,Basic,2025-02-07,
2444,Standard,2022-01-19,2024-05-02
2445,Basic,2024-06-02,
2446,Basic,2023-08-25,
2447,Standard,2022-07-23,
2448,Premium,2021-02-17,
2449,Premium,2022-02-27,
2450,Standard,2022-07-09,
2451,Standard,2021-01-28,
2452,Premium,2023-11-09,2023-12-19
2453,Premium,2021-07-09,
2454,Premium,2023-02-17,
2455,Standard,2021-11-22,
2456,Basic,2020-12-24,
2457,Standard,2020-08-09,
2458,Premium,2020-04-05,
2459,Basic,2024-06-25,
2460,Standard,2024-04-07,
2461,Premium,2023-04-10,2023-12-29
2462,Standard,2023-07-03,2024-11-12
2463,Basic,2024-07-27,
2464,Premium,2020-03-05,
2465,Standard,2024-09-21,
2466,Basic,2022-08-11,
2467,Basic,2021-01-11,
2468,Standard,2020-08-29,
2469,Basic,2022-01-30,
2470,Premium,2024-02-14,
2471,Basic,2020-12-22,
2472,Standard,2023-05-07,2023-11-24
2473,Premium,2023-02-21,2024-02-22
2474,Basic,2021-03-17,
2475,Basic,2021-10-17,
2476,Premium,2024-01-16,2024-04-24
2477,Premium,2023-02-20,
2478,Basic,2020-12-13,
2479,Premium,2024-08-31,
2480,Standard,2023-05-07,
2481,Basic,2023-07-20,
2482,Standard,2021-08-24,2022-09-25
2483,Basic,2022-07-31,2024-12-23
2484,Standard,2022-06-17,
2485,Standard,2021-11-28,
2486,Premium,2022-12-26,2023-10-06
2487,Basic,2020-05-24,
2488,Premium,2024-02-24,2024-10-22
2489,Premium,2021-12-20,
2490,Basic,2022-02-05,
2491,Standard,2022-02-11,
2492,Basic,2024-12-04,
2493,Basic,2025-02-17,
2494,Basic,2024-04-08,
2495,Premium,2024-11-20,
2496,Basic,2023-04-30,
2497,Basic,2023-08-21,
2498,Basic,2024-04-19,2024-05-20
2499,Standard,2021-02-06,2023-03-30
2500,Standard,2022-02-25,
2501,Standard,2024-03-30,2024-05-04
2502,Standard,2021-08-16,
2503,Premium,2020-08-27,
2504,Premium,2023-04-22,2024-12-31
2505,Basic,2024-04-13,
2506,Premium,2025-01-11,
2507,Standard,2025-01-18,2025-02-06
2508,Basic,2024-10-17,
2509,Basic,2020-12-06,2023-09-29
2510,Standard,2022-01-09,2023-08-07
2511,Standard,2023-07-31,
2512,Standard,2023-04-30,2024-02-28
2513,Premium,2023-03-14,
2514,Basic,2021-12-07,
2515,Standard,2020-10-06,
2516,Basic,2024-10-17,2024-11-18
2517,Basic,2021-10-01,
2518,Premium,2024-02-07,
2519,Basic,2020-12-20,
2520,Standard,2022-03-04,
2521,Standard,2020-05-13,
2522,Basic,2024-08-07,
2523,Basic,2022-02-04,
2524,Premium,2023-12-20,
2525,Standard,2023-04-24,2025-02-15
2526,Standard,2020-04-25,
2527,Basic,2021-01-15,
2528,Basic,2024-01-19,2024-10-03
2529,Basic,2021-02-10,
2530,Standard,2022-08-21,2022-11-17
2531,Basic,2024-02-21,
2532,Premium,2021-01-19,2023-11-13
2533,Premium,2021-12-30,
2534,Basic,2023-12-04,
2535,Premium,2025-02-06,
2536,Premium,2021-06-29,2024-04-05
2537,Premium,2021-02-01,
2538,Premium,2025-02-23,
2539,Premium,2024-05-05,
2540,Standard,2024-11-05,
2541,Basic,2024-02-01,
2542,Premium,2022-08-20,
2543,Basic,2023-09-03,2024-10-18
2544,Premium,2024-10-21,
2545,Standard,2023-03-11,
2546,Standard,2021-08-20,
2547,Premium,2021-02-18,
2548,Premium,2020-03-16,
2549,Premium,2023-07-20,
2550,Standard,2022-07-26,
2551,Standard,2025-02-28,
2552,Basic,2023-11-02,
2553,Standard,2020-03-29,2023-06-26
2554,Premium,2021-08-16,2022-11-13
2555,Basic,2023-04-01,
2556,Standard,2021-09-26,2022-03-10
2557,Standard,2021-01-02,
2558,Premium,2020-07-26,
2559,Basic,2023-08-23,
2560,Standard,2020-07-11,
2561,Standard,2024-08-18,
2562,Premium,2024-11-19,
2563,Basic,2021-01-14,
2564,Basic,2020-05-30,
2565,Basic,2023-07-22,
2566,Basic,2023-08-21,
2567,Premium,2020-05-13,
2568,Standard,2024-04-26,
2569,Standard,2020-09-19,2023-06-28
2570,Basic,2024-01-12,2025-01-30
2571,Basic,2022-01-02,
2572,Basic,2021-07-09,2021-07-24
2573,Standard,2023-03-30,
2574,Standard,2023-12-04,
2575,Basic,2020-07-23,
2576,Premium,2024-10-12,
2577,Standard,2023-05-08,2023-11-03
2578,Standard,2020-12-03,
2579,Basic,2024-09-25,
2580,Premium,2022-04-18,
2581,Basic,2021-09-01,
2582,Basic,2024-05-28,2024-09-14
2583,Premium,2022-01-27,
2584,Premium,2024-11-29,
2585,Premium,2023-03-24,
2586,Standard,2024-05-01,
2587,Basic,2024-09-18,
2588,Standard,2023-06-24,
2589,Premium,2021-04-01,
2590,Standard,2021-02-15,
2591,Premium,2023-07-15,2023-07-24
2592,Premium,2021-12-05,2024-06-29
2593,Basic,2020-12-03,
2594,Basic,2024-03-06,
2595,Basic,2025-02-19,
2596,Standard,2024-08-30,
2597,Basic,2023-09-09,
2598,Premium,2024-11-14,
2599,Basic,2024-10-09,
2600,Standard,2023-06-15,
2601,Basic,2020-10-13,
2602,Basic,2021-07-15,
2603,Basic,2022-10-26,
2604,Standard,2021-06-02,
2605,Premium,2021-12-10,
2606,Premium,2022-10-14,
2607,Premium,2024-12-23,
2608,Basic,2020-05-11,
2609,Basic,2022-04-27,
2610,Standard,2020-07-15,
2611,Premium,2021-12-01,2022-10-23
2612,Basic,2025-01-14,
2613,Basic,2023-12-07,
2614,Basic,2022-11-27,
2615,Standard,2024-09-20,
2616,Premium,2025-01-21,
2617,Standard,2024-05-23,
2618,Premium,2020-03-10,
2619,Premium,2023-10-01,2024-10-05
2620,Basic,2024-12-27,
2621,Basic,2024-03-25,
2622,Basic,2023-03-17,2023-12-11
2623,Basic,2020-03-31,
2624,Basic,2020-07-02,2021-12-17
2625,Premium,2023-07-15,
2626,Basic,2024-09-02,2025-01-25
2627,Basic,2023-07-19,
2628,Standard,2023-04-12,
2629,Standard,2022-08-03,
2630,Premium,2024-08-23,
2631,Premium,2021-11-10,
2632,Standard,2024-12-10,
2633,Standard,2022-10-13,
2634,Basic,2021-06-24,
2635,Basic,2025-01-23,
2636,Premium,2024-08-22,
2637,Standard,2022-06-21,2024-12-18
2638,Premium,2021-12-05,
2639,Basic,2024-05-15,2024-10-31
2640,Premium,2024-05-24,
2641,Premium,2022-12-28,
2642,Premium,2023-07-21,
2643,Basic,2024-01-04,
2644,Premium,2025-01-12,
2645,Basic,2022-10-04,
2646,Standard,2024-09-03,
2647,Premium,2020-08-14,2024-03-12
2648,Premium,2024-12-07,
2649,Basic,2023-01-25,
2650,Premium,2021-04-03,
2651,Basic,2024-02-25,
2652,Premium,2022-10-08,
2653,Standard,2023-07-02,
2654,Standard,2024-12-15,
2655,Standard,2022-07-06,
2656,Premium,2021-06-26,
2657,Premium,2024-06-14,2024-08-11
2658,Standard,2020-10-19,2022-08-22
2659,Standard,2022-09-25,
2660,Basic,2024-11-04,
2661,Basic,2024-11-05,
2662,Standard,2024-10-25,2024-12-14
2663,Standard,2021-12-16,
2664,Premium,2022-03-29,
2665,Standard,2023-04-11,
2666,Basic,2022-06-25,
2667,Basic,2022-04-27,
2668,Basic,2021-01-25,
2669,Basic,2024-06-29,
2670,Basic,2020-06-28,
2671,Basic,2023-11-24,
2672,Standard,2024-10-03,
2673,Basic,2024-08-07,
2674,Basic,2023-03-23,
2675,Basic,2021-11-03,2024-01-22
2676,Basic,2024-01-27,
2677,Standard,2023-10-17,
2678,Premium,2024-01-20,
2679,Premium,2023-10-02,
2680,Premium,2025-02-15,
2681,Premium,2020-08-04,
2682,Basic,2020-06-24,2021-08-24
2683,Premium,2020-06-29,
2684,Premium,2022-05-14,
2685,Standard,2021-05-08,
2686,Standard,2024-05-24,
2687,Standard,2024-04-12,
2688,Basic,2023-10-10,
2689,Basic,2024-08-16,
2690,Basic,2022-01-04,
2691,Standard,2024-10-11,
2692,Premium,2023-04-16,
2693,Standard,2022-03-03,
2694,Basic,2020-08-29,
2695,Standard,2021-05-15,2025-01-27
2696,Premium,2023-11-14,
2697,Basic,2020-03-09,
2698,Premium,2023-12-03,
2699,Premium,2021-05-19,
2700,Basic,2023-05-19,
2701,Premium,2022-06-06,
2702,Standard,2021-11-16,2022-08-29
2703,Premium,2021-10-08,
2704,Premium,2024-08-26,
2705,Premium,2023-02-02,
2706,Standard,2022-05-28,2023-01-21
2707,Premium,2024-07-07,
2708,Premium,2022-05-30,
2709,Standard,2020-06-22,
2710,Basic,2023-11-22,
2711,Basic,2024-04-30,
2712,Basic,2025-01-16,
2713,Premium,2020-08-06,
2714,Basic,2021-10-10,
2715,Standard,2023-06-03,
2716,Premium,2020-05-03,
2717,Premium,2024-09-22,
2718,Premium,2023-07-14,2023-12-27
2719,Basic,2020-10-28,2023-12-21
2720,Basic,2022-12-03,
2721,Basic,2024-02-06,2024-10-13
2722,Premium,2023-04-07,
2723,Standard,2024-05-08,
2724,Premium,2022-02-22,
2725,Standard,2020-11-27,
2726,Premium,2021-06-29,
2727,Standard,2025-02-26,
2728,Premium,2022-06-14,
2729,Premium,2021-08-16,
2730,Standard,2023-02-20,
2731,Standard,2021-02-14,
2732,Standard,2024-10-26,
2733,Standard,2023-03-22,
2734,Standard,2022-09-06,2024-04-10
2735,Standard,2022-08-19,2024-02-10
2736,Standard,2022-12-30,
2737,Standard,2021-01-09,2023-03-30
2738,Premium,2020-11-17,
2739,Standard,2023-09-20,2023-11-15
2740,Standard,2021-07-18,
2741,Premium,2021-11-16,
2742,Premium,2024-12-19,
2743,Basic,2025-03-03,
2744,Basic,2021-08-20,
2745,Standard,2023-12-27,
2746,Standard,2023-10-14,
2747,Basic,2023-08-06,
2748,Basic,2024-06-24,
2749,Standard,2024-12-02,2025-01-11
2750,Basic,2021-04-28,
2751,Standard,2021-11-11,
2752,Premium,2020-08-26,
2753,Premium,2022-05-12,
2754,Basic,2021-12-24,
2755,Premium,2025-01-10,2025-02-16
2756,Premium,2020-08-08,
2757,Premium,2022-04-19,
2758,Premium,2020-06-27,2025-02-10
2759,Standard,2020-09-23,
2760,Standard,2021-04-21,
2761,Basic,2024-08-10,
2762,Premium,2021-10-12,
2763,Premium,2025-02-07,
2764,Premium,2020-06-29,
2765,Basic,2022-09-01,
2766,Standard,2021-12-23,2022-09-03
2767,Premium,2021-08-12,
2768,Standard,2022-08-01,
2769,Basic,2023-09-16,
2770,Standard,2021-04-06,
2771,Premium,2022-10-27,
2772,Standard,2022-03-15,
2773,Standard,2023-09-12,2024-07-31
2774,Basic,2020-04-01,
2775,Basic,2024-08-26,
2776,Basic,2021-08-31,
2777,Basic,2020-05-26,
2778,Standard,2020-06-07,
2779,Standard,2023-04-11,
2780,Basic,2023-07-13,
2781,Basic,2024-07-23,
2782,Premium,2024-10-24,2025-01-15
2783,Premium,2021-06-02,2022-03-30
2784,Basic,2023-09-12,
2785,Standard,2024-09-14,2024-10-27
2786,Basic,2023-11-05,
2787,Standard,2024-09-30,2024-11-26
2788,Standard,2021-10-15,
2789,Premium,2022-10-17,2023-03-17
2790,Basic,2022-08-20,2024-06-16
2791,Basic,2023-12-01,
2792,Standard,2022-10-03,2022-10-23
2793,Basic,2024-02-02,
2794,Premium,2022-07-15,
2795,Premium,2022-04-25,
2796,Basic,2023-03-20,
2797,Basic,2022-01-07,
2798,Premium,2024-09-17,
2799,Basic,2022-06-01,2023-07-05
2800,Standard,2022-09-27,
2801,Basic,2023-08-02,
2802,Standard,2022-06-19,2024-07-12
2803,Basic,2021-06-12,2024-04-28
2804,Basic,2022-06-08,2024-03-27
2805,Premium,2024-07-24,
2806,Standard,2023-01-15,2024-01-17
2807,Premium,2020-09-23,
2808,Basic,2021-02-12,
2809,Premium,2021-10-20,
2810,Basic,2023-10-28,
2811,Basic,2022-01-07,
2812,Basic,2022-08-13,
2813,Standard,2020-04-23,
2814,Standard,2022-07-10,
2815,Standard,2024-08-18,
2816,Premium,2023-01-25,
2817,Basic,2021-09-18,
2818,Premium,2023-05-18,
2819,Premium,2022-12-07,
2820,Basic,2024-09-02,
2821,Premium,2020-08-02,2022-04-20
2822,Basic,2024-04-18,
2823,Basic,2021-04-30,
2824,Basic,2024-10-06,
2825,Basic,2023-12-24,
2826,Premium,2022-12-09,2023-04-03
2827,Premium,2021-03-25,
2828,Premium,2024-12-19,
2829,Standard,2022-01-11,
2830,Premium,2020-08-07,
2831,Premium,2024-06-04,
2832,Standard,2023-08-20,
2833,Basic,2021-05-27,
2834,Basic,2022-12-08,
2835,Basic,2023-11-01,
2836,Standard,2024-11-12,2024-12-06
2837,Premium,2024-04-14,2024-08-06
2838,Premium,2021-04-08,
2839,Premium,2024-06-22,
2840,Premium,2023-02-10,
2841,Standard,2021-02-14,
2842,Premium,2023-04-05,
2843,Basic,2020-08-24,2023-06-01
2844,Standard,2023-12-13,2024-03-11
2845,Standard,2020-09-09,
2846,Basic,2024-06-14,
2847,Basic,2023-07-31,
2848,Premium,2022-11-25,
2849,Basic,2022-12-29,
2850,Standard,2022-06-29,
2851,Standard,2021-10-07,
2852,Standard,2021-10-21,
2853,Premium,2020-10-27,
2854,Premium,2021-04-21,2024-07-06
2855,Basic,2025-01-15,
2856,Premium,2023-02-12,
2857,Premium,2021-10-09,
2858,Standard,2023-10-02,
2859,Standard,2020-12-03,
2860,Basic,2020-04-05,
2861,Standard,2024-06-14,2024-07-07
2862,Premium,2022-10-08,
2863,Basic,2020-09-06,2024-11-13
2864,Basic,2022-03-24,
2865,Standard,2024-06-02,
2866,Standard,2024-01-24,
2867,Standard,2024-11-09,
2868,Basic,2022-05-17,
2869,Standard,2021-03-28,
2870,Premium,2023-08-28,
2871,Basic,2023-03-21,2024-01-13
2872,Standard,2021-02-07,2023-02-21
2873,Premium,2023-05-25,2023-12-17
2874,Premium,2024-08-02,
2875,Standard,2023-05-09,
2876,Premium,2023-03-16,
2877,Basic,2023-06-30,
2878,Basic,2020-03-26,
2879,Premium,2021-04-20,
2880,Basic,2024-07-05,
2881,Standard,2022-01-15,
2882,Premium,2021-05-29,2021-07-06
2883,Basic,2022-12-23,
2884,Standard,2023-10-20,
2885,Standard,2022-09-28,
2886,Basic,2022-03-08,2023-03-07
2887,Premium,2022-12-29,
2888,Standard,2022-11-10,
2889,Standard,2021-05-04,2023-11-09
2890,Standard,2024-01-26,2025-01-01
2891,Standard,2020-03-15,
2892,Premium,2021-08-11,
2893,Basic,2022-03-15,
2894,Basic,2024-12-06,
2895,Basic,2022-02-21,
2896,Standard,2021-11-12,2021-12-28
2897,Premium,2024-07-22,
2898,Basic,2025-01-17,
2899,Premium,2023-09-26,
2900,Basic,2021-11-25,
2901,Standard,2021-03-07,
2902,Basic,2020-12-09,
2903,Standard,2025-01-29,
2904,Standard,2020-05-20,
2905,Basic,2024-04-23,
2906,Premium,2023-07-14,
2907,Standard,2020-08-10,2024-11-13
2908,Premium,2024-07-07,
2909,Basic,2025-02-06,
2910,Standard,2023-09-26,
2911,Premium,2024-05-25,
2912,Standard,2025-01-12,
2913,Basic,2023-07-03,
2914,Standard,2023-05-31,2024-10-09
2915,Basic,2022-02-20,
2916,Premium,2022-08-04,
2917,Standard,2023-05-30,
2918,Premium,2023-10-24,2024-01-26
2919,Basic,2023-06-28,
2920,Basic,2020-04-02,
2921,Premium,2023-03-10,
2922,Premium,2024-02-26,
2923,Basic,2024-11-19,2025-02-07
2924,Premium,2021-03-12,
2925,Basic,2024-05-21,
2926,Premium,2022-01-31,2023-02-24
2927,Basic,2021-12-03,2024-07-15
2928,Basic,2021-02-16,2021-11-30
2929,Standard,2023-06-25,
2930,Basic,2023-07-28,
2931,Basic,2021-01-16,
2932,Standard,2023-11-25,
2933,Standard,2025-02-15,
2934,Premium,2022-03-27,
2935,Premium,2021-07-19,
2936,Basic,2024-05-30,
2937,Premium,2024-12-31,
2938,Premium,2024-04-03,
2939,Basic,2020-06-23,2024-10-10
2940,Standard,2022-09-05,
2941,Standard,2021-04-30,
2942,Basic,2024-11-17,
2943,Basic,2022-05-27,
2944,Basic,2024-10-25,
2945,Basic,2023-02-22,
2946,Basic,2024-12-17,
2947,Basic,2020-08-20,
2948,Premium,2021-12-31,
2949,Premium,2024-04-16,
2950,Premium,2024-04-21,2024-08-12
2951,Standard,2021-09-08,2025-02-23
2952,Basic,2020-03-25,
2953,Basic,2023-03-05,
2954,Premium,2022-02-20,
2955,Standard,2021-02-27,2022-02-19
2956,Premium,2021-08-18,
2957,Basic,2025-01-01,
2958,Basic,2024-03-20,2024-08-14
2959,Premium,2021-10-13,
2960,Premium,2021-11-19,2024-08-27
2961,Basic,2020-07-16,
2962,Premium,2024-01-22,
2963,Basic,2025-01-20,
2964,Premium,2024-03-04,2024-04-14
2965,Standard,2022-07-01,2023-02-07
2966,Basic,2022-04-24,
2967,Standard,2022-12-27,
2968,Premium,2024-03-30,
2969,Standard,2022-10-20,2023-06-18
2970,Premium,2021-09-15,
2971,Standard,2022-10-21,
2972,Standard,2023-08-16,
2973,Standard,2022-04-20,
2974,Basic,2022-09-01,
2975,Standard,2020-11-21,
2976,Premium,2023-01-22,
2977,Premium,2022-12-27,2023-03-28
2978,Basic,2020-04-09,
2979,Basic,2022-06-27,
2980,Premium,2024-12-26,2025-02-04
2981,Standard,2021-12-07,
2982,Premium,2024-10-24,
2983,Basic,2022-11-10,
2984,Basic,2024-09-27,2024-12-23
2985,Premium,2024-12-31,
2986,Standard,2020-11-15,2023-03-08
2987,Standard,2023-12-02,
2988,Basic,2024-03-20,
2989,Premium,2023-08-27,
2990,Premium,2023-01-31,2023-02-06
2991,Basic,2020-06-01,
2992,Premium,2021-08-01,2024-01-15
2993,Basic,2021-11-19,
2994,Standard,2025-02-26,
2995,Standard,2021-01-14,
2996,Premium,2020-08-07,2021-11-30
2997,Standard,2020-11-29,
2998,Standard,2025-01-25,
2999,Basic,2022-09-02,
3000,Basic,2021-05-17,2023-12-08
3001,Premium,2023-02-08,
3002,Basic,2023-05-11,
3003,Premium,2024-06-29,
3004,Premium,2024-02-21,
3005,Basic,2023-03-19,
3006,Standard,2022-08-16,2023-01-15
3007,Standard,2024-10-08,2024-12-10
3008,Standard,2022-01-04,
3009,Standard,2020-11-20,
3010,Premium,2024-01-02,
3011,Standard,2021-02-19,
3012,Premium,2024-12-21,
3013,Basic,2023-09-26,
3014,Basic,2021-07-01,
3015,Premium,2024-05-21,
3016,Standard,2020-03-03,
3017,Premium,2023-07-18,
3018,Standard,2020-10-27,
3019,Standard,2021-08-12,
3020,Premium,2020-09-04,
3021,Premium,2021-09-12,
3022,Standard,2020-10-13,
3023,Premium,2020-03-27,
3024,Standard,2021-03-06,
3025,Premium,2022-08-01,
3026,Basic,2024-11-15,
3027,Standard,2021-06-07,2021-07-02
3028,Basic,2022-08-12,
3029,Premium,2022-01-31,
3030,Basic,2024-07-22,
3031,Premium,2020-07-16,
3032,Standard,2020-05-09,
3033,Premium,2024-07-12,
3034,Premium,2020-03-30,
3035,Standard,2022-08-17,
3036,Premium,2020-10-19,
3037,Standard,2022-08-05,
3038,Premium,2021-05-29,2024-05-07
3039,Standard,2024-02-08,
3040,Basic,2020-11-21,
3041,Premium,2020-03-04,
3042,Premium,2021-01-09,2024-04-11
3043,Premium,2022-12-05,
3044,Standard,2024-11-24,
3045,Premium,2024-05-09,
3046,Standard,2022-08-30,
3047,Premium,2022-06-26,
3048,Basic,2024-02-23,
3049,Premium,2021-09-03,
3050,Basic,2022-07-19,
3051,Standard,2023-03-27,
3052,Basic,2021-07-02,
3053,Premium,2024-07-07,
3054,Premium,2020-09-15,
3055,Standard,2023-11-27,
3056,Premium,2023-05-30,2023-07-31
3057,Premium,2024-10-08,
3058,Standard,2022-08-19,
3059,Standard,2021-07-10,
3060,Basic,2023-03-14,2025-02-05
3061,Standard,2020-12-31,
3062,Premium,2020-06-06,
3063,Standard,2022-12-09,
3064,Premium,2022-12-09,
3065,Basic,2021-10-09,
3066,Standard,2024-09-08,
3067,Premium,2024-12-20,
3068,Standard,2020-06-01,2021-01-28
3069,Standard,2020-07-12,
3070,Standard,2021-02-04,
3071,Standard,2022-08-04,
3072,Basic,2023-04-14,
3073,Premium,2024-01-20,
3074,Standard,2023-11-30,
3075,Premium,2024-11-13,
3076,Basic,2024-12-23,2025-01-18
3077,Premium,2023-07-23,2025-02-11
3078,Premium,2021-03-27,
3079,Basic,2023-03-01,
3080,Standard,2022-10-24,2023-01-05
3081,Premium,2021-03-20,
3082,Premium,2024-04-11,2024-07-28
3083,Standard,2024-05-17,
3084,Standard,2024-10-18,
3085,Premium,2021-04-01,
3086,Basic,2023-11-30,
3087,Standard,2022-10-12,
3088,Standard,2021-09-25,
3089,Basic,2022-11-27,
3090,Premium,2021-11-13,
3091,Standard,2023-06-23,
3092,Premium,2021-05-05,2023-11-01
3093,Premium,2024-03-01,
